,,CD8 T,CD8 T,CD8 T,CD8 T,CD8 T,CD8 T,CD8 T,CD8 T,DC,DC,DC,DC,DC,DC,DC,DC,Mono-C,Mono-C,Mono-C,Mono-C,Mono-C,Mono-C,Mono-C,Mono-C,Mono-NC,Mono-NC,Mono-NC,Mono-NC,Mono-NC,Mono-NC,Mono-NC,Mono-NC,NK-CD16+,NK-CD16+,NK-CD16+,NK-CD16+,NK-CD16+,NK-CD16+,NK-CD16+,NK-CD16+,NK-CD16-,NK-CD16-,NK-CD16-,NK-CD16-,NK-CD16-,NK-CD16-,NK-CD16-,NK-CD16-,TRM,TRM,TRM,TRM,TRM,TRM,TRM,TRM,γδ T,γδ T,γδ T,γδ T,γδ T,γδ T,γδ T,γδ T
,,CD8 T,DC,Mono-C,Mono-NC,NK-CD16+,NK-CD16-,TRM,γδ T,CD8 T,DC,Mono-C,Mono-NC,NK-CD16+,NK-CD16-,TRM,γδ T,CD8 T,DC,Mono-C,Mono-NC,NK-CD16+,NK-CD16-,TRM,γδ T,CD8 T,DC,Mono-C,Mono-NC,NK-CD16+,NK-CD16-,TRM,γδ T,CD8 T,DC,Mono-C,Mono-NC,NK-CD16+,NK-CD16-,TRM,γδ T,CD8 T,DC,Mono-C,Mono-NC,NK-CD16+,NK-CD16-,TRM,γδ T,CD8 T,DC,Mono-C,Mono-NC,NK-CD16+,NK-CD16-,TRM,γδ T,CD8 T,DC,Mono-C,Mono-NC,NK-CD16+,NK-CD16-,TRM,γδ T
source,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGALS1,ITGB1,44.0,42.61363636363636,42.36538461538461,40.25,41.98529411764706,42.541666666666664,41.48684210526316,41.06818181818182,60.02272727272727,58.63636363636364,58.38811188811189,56.27272727272727,58.00802139037433,58.56439393939394,57.50956937799043,57.09090909090909,44.71153846153846,43.32517482517483,43.07692307692307,40.96153846153846,42.69683257918552,43.253205128205124,42.19838056680162,41.77972027972028,67.5,66.11363636363636,65.86538461538461,63.75,65.48529411764706,66.04166666666667,64.98684210526316,64.56818181818181,52.661764705882355,51.27540106951872,51.02714932126697,48.911764705882355,50.64705882352941,51.20343137254902,50.14860681114551,49.729946524064175,68.41666666666666,67.03030303030303,66.78205128205128,64.66666666666666,66.40196078431373,66.95833333333333,65.90350877192982,65.48484848484848,58.328947368421055,56.942583732057415,56.69433198380567,54.578947368421055,56.31424148606811,56.87061403508772,55.81578947368421,55.397129186602875,59.38636363636363,58.0,57.751748251748246,55.63636363636363,57.37165775401069,57.9280303030303,56.87320574162679,56.45454545454545
LGALS1,STAT3,39.5,38.75,39.01923076923077,38.5,38.36764705882353,38.208333333333336,38.46052631578947,38.56818181818182,55.52272727272727,54.77272727272727,55.04195804195804,54.52272727272727,54.3903743315508,54.23106060606061,54.483253588516746,54.59090909090909,40.21153846153846,39.46153846153846,39.730769230769226,39.21153846153846,39.07918552036199,38.919871794871796,39.17206477732793,39.27972027972028,63.0,62.25,62.51923076923077,62.0,61.86764705882353,61.708333333333336,61.96052631578947,62.06818181818182,48.161764705882355,47.411764705882355,47.68099547511312,47.161764705882355,47.029411764705884,46.87009803921569,47.12229102167183,47.229946524064175,63.916666666666664,63.166666666666664,63.43589743589743,62.916666666666664,62.78431372549019,62.625,62.87719298245614,62.984848484848484,53.828947368421055,53.078947368421055,53.34817813765182,52.828947368421055,52.696594427244584,52.53728070175439,52.78947368421053,52.897129186602875,54.88636363636363,54.13636363636363,54.4055944055944,53.88636363636363,53.75401069518716,53.59469696969697,53.846889952153106,53.95454545454545
SFRP4,WNT5A,40.25,40.36363636363637,39.73076923076923,0.0,39.588235294117645,39.291666666666664,39.18421052631579,39.13636363636363,47.88636363636363,48.0,47.36713286713287,0.0,47.22459893048128,46.9280303030303,46.82057416267942,46.772727272727266,28.01923076923077,28.132867132867133,27.5,0.0,27.35746606334842,27.060897435897438,26.95344129554656,26.905594405594407,37.25,37.36363636363637,36.73076923076923,0.0,36.588235294117645,36.291666666666664,36.18421052631579,36.13636363636363,27.691176470588236,27.8048128342246,27.171945701357465,0.0,27.029411764705884,26.732843137254903,26.625386996904027,26.577540106951872,26.083333333333332,26.196969696969695,25.564102564102562,0.0,25.42156862745098,25.125,25.017543859649123,24.96969696969697,30.32894736842105,30.442583732057415,29.80971659919028,0.0,29.6671826625387,29.37061403508772,29.263157894736842,29.215311004784688,30.295454545454547,30.40909090909091,29.776223776223777,0.0,29.633689839572195,29.337121212121215,29.229665071770338,29.181818181818183
MYL9,CD69,0.0,17.136363636363637,0.0,0.0,17.058823529411764,17.125,17.05263157894737,17.136363636363637,0.0,22.5,0.0,0.0,22.422459893048128,22.488636363636363,22.416267942583733,22.5,0.0,19.982517482517483,0.0,0.0,19.90497737556561,19.971153846153847,19.898785425101217,19.982517482517483,0.0,20.636363636363637,0.0,0.0,20.558823529411764,20.625,20.55263157894737,20.636363636363637,0.0,30.871657754010695,0.0,0.0,30.794117647058822,30.860294117647058,30.787925696594428,30.871657754010695,0.0,47.71969696969697,0.0,0.0,47.642156862745104,47.708333333333336,47.635964912280706,47.71969696969697,0.0,28.741626794258373,0.0,0.0,28.6640866873065,28.730263157894736,28.657894736842106,28.741626794258373,0.0,35.40909090909091,0.0,0.0,35.33155080213904,35.39772727272727,35.32535885167464,35.40909090909091
SFRP4,FZD6,40.0,39.5,39.19230769230769,0.0,39.14705882352941,39.208333333333336,39.078947368421055,39.04545454545455,47.63636363636363,47.13636363636363,46.82867132867133,0.0,46.783422459893046,46.84469696969697,46.71531100478469,46.68181818181818,27.76923076923077,27.26923076923077,26.961538461538463,0.0,26.916289592760183,26.977564102564102,26.84817813765182,26.814685314685317,37.0,36.5,36.19230769230769,0.0,36.14705882352941,36.208333333333336,36.078947368421055,36.04545454545455,27.441176470588236,26.941176470588236,26.63348416289593,0.0,26.58823529411765,26.649509803921568,26.520123839009287,26.486631016042782,25.833333333333332,25.333333333333332,25.025641025641026,0.0,24.980392156862745,25.041666666666664,24.912280701754383,24.87878787878788,30.07894736842105,29.57894736842105,29.271255060728745,0.0,29.226006191950464,29.287280701754383,29.157894736842103,29.124401913875598,30.045454545454547,29.545454545454547,29.23776223776224,0.0,29.19251336898396,29.25378787878788,29.124401913875598,29.090909090909093
SFRP4,FZD3,40.0,39.13636363636363,39.15384615384615,39.25,39.088235294117645,39.125,39.13157894736842,39.09090909090909,47.63636363636363,46.772727272727266,46.790209790209786,46.88636363636363,46.72459893048128,46.76136363636363,46.76794258373205,46.72727272727273,27.76923076923077,26.905594405594407,26.923076923076923,27.01923076923077,26.85746606334842,26.89423076923077,26.90080971659919,26.86013986013986,37.0,36.13636363636363,36.15384615384615,36.25,36.088235294117645,36.125,36.13157894736842,36.09090909090909,27.441176470588236,26.577540106951872,26.59502262443439,26.691176470588236,26.529411764705884,26.566176470588236,26.572755417956657,26.532085561497325,25.833333333333332,24.96969696969697,24.987179487179485,25.083333333333332,24.92156862745098,24.958333333333332,24.964912280701753,24.924242424242422,30.07894736842105,29.215311004784688,29.232793522267205,29.32894736842105,29.1671826625387,29.20394736842105,29.210526315789473,29.16985645933014,30.045454545454547,29.181818181818183,29.1993006993007,29.295454545454547,29.133689839572195,29.170454545454547,29.177033492822968,29.136363636363637
SFRP4,FZD1,40.0,39.5,39.53846153846154,39.75,39.5,39.833333333333336,39.44736842105263,39.72727272727273,47.63636363636363,47.13636363636363,47.17482517482517,47.38636363636363,47.13636363636363,47.46969696969697,47.08373205741626,47.36363636363636,27.76923076923077,27.26923076923077,27.30769230769231,27.51923076923077,27.26923076923077,27.602564102564102,27.2165991902834,27.496503496503497,37.0,36.5,36.53846153846154,36.75,36.5,36.833333333333336,36.44736842105263,36.72727272727273,27.441176470588236,26.941176470588236,26.979638009049776,27.191176470588236,26.941176470588236,27.274509803921568,26.888544891640866,27.168449197860962,25.833333333333332,25.333333333333332,25.371794871794872,25.583333333333332,25.333333333333332,25.666666666666664,25.280701754385962,25.56060606060606,30.07894736842105,29.57894736842105,29.61740890688259,29.82894736842105,29.57894736842105,29.912280701754383,29.52631578947368,29.806220095693778,30.045454545454547,29.545454545454547,29.583916083916087,29.795454545454547,29.545454545454547,29.87878787878788,29.492822966507177,29.772727272727273
MIF,CD74,47.5,36.70454545454545,34.05769230769231,31.5,24.308823529411764,26.0,28.092105263157894,26.204545454545453,42.65909090909091,31.863636363636363,29.216783216783217,26.659090909090907,19.467914438502675,21.159090909090907,23.251196172248804,21.363636363636363,38.019230769230774,27.223776223776227,24.57692307692308,22.01923076923077,14.828054298642535,16.51923076923077,18.611336032388664,16.723776223776223,40.25,29.454545454545453,26.807692307692307,24.25,17.058823529411764,18.75,20.842105263157894,18.954545454545453,37.455882352941174,26.66042780748663,24.013574660633484,21.455882352941174,14.26470588235294,15.955882352941176,18.04798761609907,16.16042780748663,39.791666666666664,28.99621212121212,26.349358974358974,23.791666666666664,16.600490196078432,18.291666666666664,20.38377192982456,18.49621212121212,38.9078947368421,28.11244019138756,25.465587044534413,22.907894736842103,15.716718266253869,17.407894736842103,19.5,17.61244019138756,37.43181818181818,26.636363636363637,23.98951048951049,21.43181818181818,14.240641711229946,15.931818181818182,18.023923444976077,16.136363636363637
