total_immune_region_level,total_immune_spot_level,tissue_level_immune_class,library_id
54.467182,53.947895,Immune-moderate-low,BEME_346
45.566067,45.48114,Immune-moderate-low,BEME_346
7.338196,19.229956,Immune-poor,BEME_346
15.260765,21.2641,Immune-low,BEME_346
45.566067,46.347836,Immune-moderate-low,BEME_346
7.338196,6.2447042,Immune-poor,BEME_346
54.467182,72.79302,Immune-moderate-low,BEME_346
54.467182,63.821976,Immune-moderate-low,BEME_346
96.11404,81.32421,Immune-high,BEME_346
64.28651,52.642025,Immune-moderate-high,BEME_346
96.11404,67.93739,Immune-high,BEME_346
96.11404,61.95243,Immune-high,BEME_346
96.11404,92.994835,Immune-high,BEME_346
54.467182,49.667934,Immune-moderate-low,BEME_346
93.843414,112.23334,Immune-high,BEME_346
96.11404,87.625244,Immune-high,BEME_346
96.11404,72.2923,Immune-high,BEME_346
54.467182,46.1695,Immune-moderate-low,BEME_346
54.467182,61.836052,Immune-moderate-low,BEME_346
96.11404,71.875694,Immune-high,BEME_346
7.338196,4.7249584,Immune-poor,BEME_346
38.69574,43.59787,Immune-low,BEME_346
1.4665425,0.36807153,Immune-poor,BEME_346
45.566067,46.199654,Immune-moderate-low,BEME_346
38.69574,51.12793,Immune-low,BEME_346
54.467182,46.118607,Immune-moderate-low,BEME_346
93.843414,101.42837,Immune-high,BEME_346
15.260765,14.616667,Immune-low,BEME_346
1.4665425,0.67084885,Immune-poor,BEME_346
15.260765,13.989691,Immune-low,BEME_346
54.467182,57.05564,Immune-moderate-low,BEME_346
15.260765,13.059155,Immune-low,BEME_346
7.338196,11.621421,Immune-poor,BEME_346
45.566067,47.88509,Immune-moderate-low,BEME_346
64.28651,61.09476,Immune-moderate-high,BEME_346
24.591093,27.191154,Immune-low,BEME_346
93.843414,94.96431,Immune-high,BEME_346
24.591093,23.184544,Immune-low,BEME_346
45.566067,48.50909,Immune-moderate-low,BEME_346
15.260765,15.827901,Immune-low,BEME_346
38.69574,36.213398,Immune-low,BEME_346
96.11404,101.03508,Immune-high,BEME_346
54.467182,56.57604,Immune-moderate-low,BEME_346
24.591093,16.485323,Immune-low,BEME_346
7.338196,6.7349596,Immune-poor,BEME_346
64.28651,52.725258,Immune-moderate-high,BEME_346
15.260765,13.888818,Immune-low,BEME_346
7.338196,9.659342,Immune-poor,BEME_346
45.566067,44.267387,Immune-moderate-low,BEME_346
15.260765,25.315407,Immune-low,BEME_346
7.338196,12.164658,Immune-poor,BEME_346
1.4665425,0.46375948,Immune-poor,BEME_346
64.28651,69.41268,Immune-moderate-high,BEME_346
38.69574,24.244425,Immune-low,BEME_346
7.338196,13.775164,Immune-poor,BEME_346
38.69574,38.289562,Immune-low,BEME_346
54.467182,42.110886,Immune-moderate-low,BEME_346
1.4665425,2.2187772,Immune-poor,BEME_346
96.11404,90.58988,Immune-high,BEME_346
38.69574,27.126019,Immune-low,BEME_346
7.338196,15.569189,Immune-poor,BEME_346
93.843414,80.39087,Immune-high,BEME_346
1.4665425,2.0682979,Immune-poor,BEME_346
38.69574,50.97582,Immune-low,BEME_346
1.4665425,1.6819837,Immune-poor,BEME_346
45.566067,52.336884,Immune-moderate-low,BEME_346
93.843414,98.749374,Immune-high,BEME_346
45.566067,44.232872,Immune-moderate-low,BEME_346
96.11404,50.584846,Immune-high,BEME_346
1.4665425,0.97672254,Immune-poor,BEME_346
38.69574,41.624363,Immune-low,BEME_346
54.467182,48.480907,Immune-moderate-low,BEME_346
93.843414,91.93296,Immune-high,BEME_346
38.69574,33.96765,Immune-low,BEME_346
1.4665425,3.3556485,Immune-poor,BEME_346
7.338196,8.748236,Immune-poor,BEME_346
96.11404,63.312714,Immune-high,BEME_346
38.69574,34.163006,Immune-low,BEME_346
38.69574,33.86986,Immune-low,BEME_346
7.338196,4.0252185,Immune-poor,BEME_346
1.4665425,0.634748,Immune-poor,BEME_346
15.260765,27.096487,Immune-low,BEME_346
93.843414,96.10299,Immune-high,BEME_346
96.11404,57.782574,Immune-high,BEME_346
45.566067,38.722015,Immune-moderate-low,BEME_346
7.338196,4.890588,Immune-poor,BEME_346
96.11404,58.74426,Immune-high,BEME_346
45.566067,48.291035,Immune-moderate-low,BEME_346
96.11404,68.72104,Immune-high,BEME_346
96.11404,121.29884,Immune-high,BEME_346
45.566067,49.26522,Immune-moderate-low,BEME_346
38.69574,29.565147,Immune-low,BEME_346
38.69574,51.00088,Immune-low,BEME_346
24.591093,25.892853,Immune-low,BEME_346
38.69574,47.156673,Immune-low,BEME_346
24.591093,25.953495,Immune-low,BEME_346
15.260765,11.116661,Immune-low,BEME_346
1.4665425,0.12108363,Immune-poor,BEME_346
54.467182,72.47854,Immune-moderate-low,BEME_346
64.28651,59.542694,Immune-moderate-high,BEME_346
15.260765,11.827588,Immune-low,BEME_346
54.467182,36.795452,Immune-moderate-low,BEME_346
96.11404,122.52799,Immune-high,BEME_346
38.69574,53.689217,Immune-low,BEME_346
7.338196,10.9295025,Immune-poor,BEME_346
24.591093,24.201927,Immune-low,BEME_346
15.260765,8.7103405,Immune-low,BEME_346
64.28651,60.484207,Immune-moderate-high,BEME_346
96.11404,124.44433,Immune-high,BEME_346
45.566067,54.112885,Immune-moderate-low,BEME_346
7.338196,2.649575,Immune-poor,BEME_346
24.591093,24.493513,Immune-low,BEME_346
93.843414,84.73957,Immune-high,BEME_346
45.566067,48.303814,Immune-moderate-low,BEME_346
64.28651,75.02333,Immune-moderate-high,BEME_346
54.467182,70.68078,Immune-moderate-low,BEME_346
54.467182,52.100014,Immune-moderate-low,BEME_346
45.566067,49.55809,Immune-moderate-low,BEME_346
54.467182,45.00995,Immune-moderate-low,BEME_346
93.843414,103.71152,Immune-high,BEME_346
1.4665425,1.4716563,Immune-poor,BEME_346
64.28651,55.899162,Immune-moderate-high,BEME_346
38.69574,52.839542,Immune-low,BEME_346
15.260765,15.774591,Immune-low,BEME_346
96.11404,60.88857,Immune-high,BEME_346
54.467182,48.889473,Immune-moderate-low,BEME_346
93.843414,96.67687,Immune-high,BEME_346
38.69574,60.25323,Immune-low,BEME_346
96.11404,130.77908,Immune-high,BEME_346
96.11404,96.508865,Immune-high,BEME_346
93.843414,150.95605,Immune-high,BEME_346
15.260765,19.083033,Immune-low,BEME_346
38.69574,36.607758,Immune-low,BEME_346
1.4665425,0.48311284,Immune-poor,BEME_346
64.28651,77.77973,Immune-moderate-high,BEME_346
15.260765,11.499793,Immune-low,BEME_346
96.11404,71.96923,Immune-high,BEME_346
96.11404,79.93654,Immune-high,BEME_346
15.260765,12.326555,Immune-low,BEME_346
24.591093,25.788136,Immune-low,BEME_346
1.4665425,2.7110615,Immune-poor,BEME_346
64.28651,53.968845,Immune-moderate-high,BEME_346
38.69574,52.760162,Immune-low,BEME_346
1.4665425,0.70673096,Immune-poor,BEME_346
96.11404,79.450836,Immune-high,BEME_346
64.28651,56.405384,Immune-moderate-high,BEME_346
96.11404,95.98565,Immune-high,BEME_346
96.11404,147.3727,Immune-high,BEME_346
38.69574,37.89731,Immune-low,BEME_346
96.11404,169.42934,Immune-high,BEME_346
54.467182,64.137115,Immune-moderate-low,BEME_346
45.566067,50.173096,Immune-moderate-low,BEME_346
15.260765,17.211805,Immune-low,BEME_346
15.260765,17.585018,Immune-low,BEME_346
7.338196,4.787159,Immune-poor,BEME_346
38.69574,36.398483,Immune-low,BEME_346
1.4665425,2.518914,Immune-poor,BEME_346
15.260765,13.715114,Immune-low,BEME_346
15.260765,11.939513,Immune-low,BEME_346
54.467182,56.548626,Immune-moderate-low,BEME_346
64.28651,70.55272,Immune-moderate-high,BEME_346
15.260765,13.149467,Immune-low,BEME_346
93.843414,98.76605,Immune-high,BEME_346
64.28651,67.9295,Immune-moderate-high,BEME_346
54.467182,93.107056,Immune-moderate-low,BEME_346
38.69574,31.51374,Immune-low,BEME_346
45.566067,44.71452,Immune-moderate-low,BEME_346
64.28651,64.169205,Immune-moderate-high,BEME_346
96.11404,93.08545,Immune-high,BEME_346
54.467182,57.009712,Immune-moderate-low,BEME_346
7.338196,4.6231246,Immune-poor,BEME_346
93.843414,135.74649,Immune-high,BEME_346
93.843414,83.63799,Immune-high,BEME_346
64.28651,60.765305,Immune-moderate-high,BEME_346
7.338196,5.86465,Immune-poor,BEME_346
93.843414,85.28872,Immune-high,BEME_346
64.28651,71.20592,Immune-moderate-high,BEME_346
93.843414,115.12921,Immune-high,BEME_346
54.467182,48.453827,Immune-moderate-low,BEME_346
7.338196,3.149016,Immune-poor,BEME_346
7.338196,5.616569,Immune-poor,BEME_346
54.467182,50.732937,Immune-moderate-low,BEME_346
64.28651,76.28218,Immune-moderate-high,BEME_346
96.11404,64.10902,Immune-high,BEME_346
93.843414,91.23574,Immune-high,BEME_346
38.69574,46.21586,Immune-low,BEME_346
54.467182,44.176186,Immune-moderate-low,BEME_346
15.260765,8.651674,Immune-low,BEME_346
1.4665425,1.8365574,Immune-poor,BEME_346
54.467182,57.1113,Immune-moderate-low,BEME_346
96.11404,98.892365,Immune-high,BEME_346
15.260765,20.170431,Immune-low,BEME_346
1.4665425,2.5973105,Immune-poor,BEME_346
54.467182,58.279766,Immune-moderate-low,BEME_346
38.69574,33.612167,Immune-low,BEME_346
1.4665425,0.9551869,Immune-poor,BEME_346
1.4665425,0.618945,Immune-poor,BEME_346
96.11404,95.71603,Immune-high,BEME_346
54.467182,58.73447,Immune-moderate-low,BEME_346
96.11404,95.794075,Immune-high,BEME_346
96.11404,180.12053,Immune-high,BEME_346
15.260765,14.375267,Immune-low,BEME_346
15.260765,26.141533,Immune-low,BEME_346
38.69574,33.589108,Immune-low,BEME_346
93.843414,76.91968,Immune-high,BEME_346
93.843414,87.25227,Immune-high,BEME_346
93.843414,114.87561,Immune-high,BEME_346
96.11404,81.6984,Immune-high,BEME_346
38.69574,55.593033,Immune-low,BEME_346
64.28651,58.92567,Immune-moderate-high,BEME_346
96.11404,100.48955,Immune-high,BEME_346
38.69574,33.62655,Immune-low,BEME_346
96.11404,131.82239,Immune-high,BEME_346
7.338196,5.6063614,Immune-poor,BEME_346
15.260765,18.396515,Immune-low,BEME_346
38.69574,27.363352,Immune-low,BEME_346
96.11404,130.03339,Immune-high,BEME_346
38.69574,37.964214,Immune-low,BEME_346
96.11404,173.07993,Immune-high,BEME_346
45.566067,52.455185,Immune-moderate-low,BEME_346
54.467182,57.557808,Immune-moderate-low,BEME_346
96.11404,79.65727,Immune-high,BEME_346
7.338196,2.9263413,Immune-poor,BEME_346
54.467182,55.00499,Immune-moderate-low,BEME_346
38.69574,37.924232,Immune-low,BEME_346
38.69574,35.79774,Immune-low,BEME_346
7.338196,8.193328,Immune-poor,BEME_346
1.4665425,1.8566061,Immune-poor,BEME_346
64.28651,60.746754,Immune-moderate-high,BEME_346
93.843414,81.15836,Immune-high,BEME_346
64.28651,62.403698,Immune-moderate-high,BEME_346
54.467182,67.6217,Immune-moderate-low,BEME_346
64.28651,69.153435,Immune-moderate-high,BEME_346
93.843414,96.295654,Immune-high,BEME_346
1.4665425,2.3884158,Immune-poor,BEME_346
38.69574,33.331383,Immune-low,BEME_346
93.843414,78.5491,Immune-high,BEME_346
24.591093,26.892242,Immune-low,BEME_346
54.467182,59.16646,Immune-moderate-low,BEME_346
96.11404,116.88316,Immune-high,BEME_346
64.28651,88.33702,Immune-moderate-high,BEME_346
96.11404,78.43525,Immune-high,BEME_346
45.566067,51.982376,Immune-moderate-low,BEME_346
38.69574,35.53156,Immune-low,BEME_346
54.467182,65.103065,Immune-moderate-low,BEME_346
54.467182,52.223194,Immune-moderate-low,BEME_346
15.260765,16.92982,Immune-low,BEME_346
93.843414,82.852486,Immune-high,BEME_346
93.843414,90.33361,Immune-high,BEME_346
93.843414,83.89953,Immune-high,BEME_346
64.28651,66.70331,Immune-moderate-high,BEME_346
96.11404,103.80087,Immune-high,BEME_346
38.69574,55.21566,Immune-low,BEME_346
15.260765,9.525443,Immune-low,BEME_346
45.566067,50.357166,Immune-moderate-low,BEME_346
1.4665425,2.431188,Immune-poor,BEME_346
93.843414,77.31844,Immune-high,BEME_346
64.28651,54.486378,Immune-moderate-high,BEME_346
45.566067,39.228626,Immune-moderate-low,BEME_346
64.28651,63.05508,Immune-moderate-high,BEME_346
64.28651,53.35905,Immune-moderate-high,BEME_346
15.260765,14.393405,Immune-low,BEME_346
38.69574,40.849903,Immune-low,BEME_346
64.28651,74.429306,Immune-moderate-high,BEME_346
38.69574,28.083397,Immune-low,BEME_346
96.11404,80.93165,Immune-high,BEME_346
1.4665425,2.5605905,Immune-poor,BEME_346
7.338196,4.979642,Immune-poor,BEME_346
96.11404,95.22512,Immune-high,BEME_346
7.338196,7.978623,Immune-poor,BEME_346
64.28651,59.74777,Immune-moderate-high,BEME_346
1.4665425,2.7994285,Immune-poor,BEME_346
38.69574,33.33743,Immune-low,BEME_346
96.11404,221.85326,Immune-high,BEME_346
96.11404,86.82011,Immune-high,BEME_346
15.260765,13.723609,Immune-low,BEME_346
64.28651,63.904545,Immune-moderate-high,BEME_346
15.260765,8.204625,Immune-low,BEME_346
1.4665425,0.7753698,Immune-poor,BEME_346
64.28651,62.449886,Immune-moderate-high,BEME_346
1.4665425,0.17443646,Immune-poor,BEME_346
45.566067,50.480606,Immune-moderate-low,BEME_346
7.338196,5.9950843,Immune-poor,BEME_346
1.4665425,0.7907419,Immune-poor,BEME_346
64.28651,72.888214,Immune-moderate-high,BEME_346
96.11404,78.25855,Immune-high,BEME_346
24.591093,16.651167,Immune-low,BEME_346
15.260765,12.38293,Immune-low,BEME_346
93.843414,95.40301,Immune-high,BEME_346
54.467182,46.06427,Immune-moderate-low,BEME_346
1.4665425,0.8648081,Immune-poor,BEME_346
64.28651,69.75616,Immune-moderate-high,BEME_346
54.467182,57.21125,Immune-moderate-low,BEME_346
96.11404,89.14632,Immune-high,BEME_346
38.69574,33.42834,Immune-low,BEME_346
93.843414,139.73116,Immune-high,BEME_346
7.338196,14.925999,Immune-poor,BEME_346
7.338196,4.044597,Immune-poor,BEME_346
24.591093,22.201403,Immune-low,BEME_346
54.467182,39.193428,Immune-moderate-low,BEME_346
96.11404,66.74883,Immune-high,BEME_346
38.69574,49.222492,Immune-low,BEME_346
7.338196,8.177829,Immune-poor,BEME_346
1.4665425,0.7267977,Immune-poor,BEME_346
96.11404,88.756165,Immune-high,BEME_346
45.566067,43.08865,Immune-moderate-low,BEME_346
24.591093,24.68006,Immune-low,BEME_346
93.843414,100.04512,Immune-high,BEME_346
96.11404,58.340607,Immune-high,BEME_346
93.843414,125.52777,Immune-high,BEME_346
7.338196,2.9659994,Immune-poor,BEME_346
96.11404,141.48105,Immune-high,BEME_346
1.4665425,1.2073716,Immune-poor,BEME_346
7.338196,4.99811,Immune-poor,BEME_346
15.260765,15.971383,Immune-low,BEME_346
96.11404,187.8701,Immune-high,BEME_346
45.566067,42.85608,Immune-moderate-low,BEME_346
54.467182,91.08768,Immune-moderate-low,BEME_346
64.28651,59.60586,Immune-moderate-high,BEME_346
64.28651,54.53286,Immune-moderate-high,BEME_346
96.11404,95.73675,Immune-high,BEME_346
7.338196,7.4287972,Immune-poor,BEME_346
24.591093,27.446613,Immune-low,BEME_346
54.467182,72.082085,Immune-moderate-low,BEME_346
38.69574,41.52952,Immune-low,BEME_346
54.467182,47.486423,Immune-moderate-low,BEME_346
93.843414,78.48237,Immune-high,BEME_346
64.28651,68.83106,Immune-moderate-high,BEME_346
15.260765,8.976555,Immune-low,BEME_346
24.591093,18.381208,Immune-low,BEME_346
38.69574,43.607044,Immune-low,BEME_346
38.69574,32.38433,Immune-low,BEME_346
38.69574,48.460835,Immune-low,BEME_346
96.11404,60.198975,Immune-high,BEME_346
54.467182,47.184864,Immune-moderate-low,BEME_346
54.467182,37.85717,Immune-moderate-low,BEME_346
1.4665425,0.41751042,Immune-poor,BEME_346
54.467182,42.825375,Immune-moderate-low,BEME_346
45.566067,55.33818,Immune-moderate-low,BEME_346
1.4665425,0.8062695,Immune-poor,BEME_346
93.843414,81.61995,Immune-high,BEME_346
15.260765,15.883913,Immune-low,BEME_346
7.338196,9.90019,Immune-poor,BEME_346
93.843414,74.23779,Immune-high,BEME_346
54.467182,48.492916,Immune-moderate-low,BEME_346
1.4665425,2.4414148,Immune-poor,BEME_346
96.11404,83.830315,Immune-high,BEME_346
38.69574,50.1848,Immune-low,BEME_346
15.260765,20.244616,Immune-low,BEME_346
45.566067,38.000896,Immune-moderate-low,BEME_346
45.566067,43.487938,Immune-moderate-low,BEME_346
54.467182,54.56191,Immune-moderate-low,BEME_346
15.260765,16.037855,Immune-low,BEME_346
96.11404,71.30608,Immune-high,BEME_346
7.338196,5.3074203,Immune-poor,BEME_346
45.566067,44.184353,Immune-moderate-low,BEME_346
54.467182,81.95893,Immune-moderate-low,BEME_346
64.28651,79.471146,Immune-moderate-high,BEME_346
64.28651,67.12752,Immune-moderate-high,BEME_346
7.338196,10.128976,Immune-poor,BEME_346
93.843414,93.14232,Immune-high,BEME_346
45.566067,50.041992,Immune-moderate-low,BEME_346
45.566067,47.222294,Immune-moderate-low,BEME_346
1.4665425,1.9082632,Immune-poor,BEME_346
7.338196,8.47182,Immune-poor,BEME_346
38.69574,28.092896,Immune-low,BEME_346
45.566067,42.78526,Immune-moderate-low,BEME_346
96.11404,65.597244,Immune-high,BEME_346
15.260765,7.584546,Immune-low,BEME_346
1.4665425,1.2730664,Immune-poor,BEME_346
38.69574,51.284203,Immune-low,BEME_346
45.566067,40.151295,Immune-moderate-low,BEME_346
1.4665425,0.7526941,Immune-poor,BEME_346
64.28651,55.499004,Immune-moderate-high,BEME_346
64.28651,69.17867,Immune-moderate-high,BEME_346
1.4665425,4.8948674,Immune-poor,BEME_346
15.260765,24.507036,Immune-low,BEME_346
38.69574,35.778492,Immune-low,BEME_346
96.11404,61.443855,Immune-high,BEME_346
64.28651,53.892895,Immune-moderate-high,BEME_346
38.69574,28.175587,Immune-low,BEME_346
54.467182,37.937126,Immune-moderate-low,BEME_346
7.338196,9.922503,Immune-poor,BEME_346
7.338196,15.475639,Immune-poor,BEME_346
64.28651,75.28217,Immune-moderate-high,BEME_346
93.843414,82.417305,Immune-high,BEME_346
38.69574,32.132957,Immune-low,BEME_346
7.338196,3.627096,Immune-poor,BEME_346
7.338196,5.7143435,Immune-poor,BEME_346
64.28651,64.37554,Immune-moderate-high,BEME_346
1.4665425,0.75263846,Immune-poor,BEME_346
38.69574,39.06158,Immune-low,BEME_346
1.4665425,0.8593573,Immune-poor,BEME_346
93.843414,89.433266,Immune-high,BEME_346
7.338196,4.6089897,Immune-poor,BEME_346
38.69574,53.272346,Immune-low,BEME_346
38.69574,31.078386,Immune-low,BEME_346
38.69574,37.129562,Immune-low,BEME_346
24.591093,31.246664,Immune-low,BEME_346
15.260765,13.737875,Immune-low,BEME_346
54.467182,68.724686,Immune-moderate-low,BEME_346
7.338196,16.614763,Immune-poor,BEME_346
7.338196,5.5361238,Immune-poor,BEME_346
64.28651,51.308285,Immune-moderate-high,BEME_346
45.566067,39.138374,Immune-moderate-low,BEME_346
64.28651,50.392998,Immune-moderate-high,BEME_346
96.11404,130.61165,Immune-high,BEME_346
38.69574,30.163729,Immune-low,BEME_346
15.260765,9.084353,Immune-low,BEME_346
96.11404,104.63034,Immune-high,BEME_346
96.11404,198.12411,Immune-high,BEME_346
38.69574,35.220284,Immune-low,BEME_346
64.28651,54.81145,Immune-moderate-high,BEME_346
64.28651,74.41701,Immune-moderate-high,BEME_346
1.4665425,0.902356,Immune-poor,BEME_346
54.467182,41.94488,Immune-moderate-low,BEME_346
38.69574,26.427265,Immune-low,BEME_346
45.566067,51.19119,Immune-moderate-low,BEME_346
96.11404,75.81725,Immune-high,BEME_346
7.338196,6.4685106,Immune-poor,BEME_346
7.338196,9.841367,Immune-poor,BEME_346
45.566067,42.82517,Immune-moderate-low,BEME_346
96.11404,68.58737,Immune-high,BEME_346
7.338196,9.456337,Immune-poor,BEME_346
54.467182,67.75844,Immune-moderate-low,BEME_346
7.338196,5.926616,Immune-poor,BEME_346
7.338196,9.711207,Immune-poor,BEME_346
1.4665425,0.13228329,Immune-poor,BEME_346
93.843414,113.40953,Immune-high,BEME_346
54.467182,44.18486,Immune-moderate-low,BEME_346
96.11404,117.60533,Immune-high,BEME_346
1.4665425,0.041177288,Immune-poor,BEME_346
64.28651,58.221947,Immune-moderate-high,BEME_346
38.69574,33.48261,Immune-low,BEME_346
54.467182,39.124805,Immune-moderate-low,BEME_346
45.566067,48.09397,Immune-moderate-low,BEME_346
7.338196,5.254717,Immune-poor,BEME_346
15.260765,9.782696,Immune-low,BEME_346
93.843414,117.113914,Immune-high,BEME_346
93.843414,77.32555,Immune-high,BEME_346
96.11404,85.930725,Immune-high,BEME_346
64.28651,75.66347,Immune-moderate-high,BEME_346
38.69574,31.659512,Immune-low,BEME_346
64.28651,74.67292,Immune-moderate-high,BEME_346
93.843414,78.726036,Immune-high,BEME_346
54.467182,58.293476,Immune-moderate-low,BEME_346
93.843414,87.09857,Immune-high,BEME_346
15.260765,9.9052515,Immune-low,BEME_346
64.28651,55.504196,Immune-moderate-high,BEME_346
24.591093,24.240297,Immune-low,BEME_346
24.591093,28.455204,Immune-low,BEME_346
38.69574,41.240364,Immune-low,BEME_346
93.843414,98.39476,Immune-high,BEME_346
64.28651,55.173855,Immune-moderate-high,BEME_346
24.591093,18.032234,Immune-low,BEME_346
15.260765,9.005744,Immune-low,BEME_346
38.69574,48.34915,Immune-low,BEME_346
7.338196,6.3609333,Immune-poor,BEME_346
93.843414,86.50251,Immune-high,BEME_346
15.260765,8.562842,Immune-low,BEME_346
15.260765,22.349012,Immune-low,BEME_346
7.338196,7.627987,Immune-poor,BEME_346
54.467182,63.10864,Immune-moderate-low,BEME_346
93.843414,96.575195,Immune-high,BEME_346
1.4665425,2.5609481,Immune-poor,BEME_346
54.467182,50.729477,Immune-moderate-low,BEME_346
1.4665425,0.12626573,Immune-poor,BEME_346
96.11404,87.65895,Immune-high,BEME_346
93.843414,98.863205,Immune-high,BEME_346
96.11404,69.12694,Immune-high,BEME_346
64.28651,69.454994,Immune-moderate-high,BEME_346
64.28651,56.3701,Immune-moderate-high,BEME_346
96.11404,166.24612,Immune-high,BEME_346
15.260765,18.46726,Immune-low,BEME_346
38.69574,35.5571,Immune-low,BEME_346
45.566067,43.154957,Immune-moderate-low,BEME_346
15.260765,8.843371,Immune-low,BEME_346
64.28651,56.642803,Immune-moderate-high,BEME_346
64.28651,63.49329,Immune-moderate-high,BEME_346
54.467182,64.24367,Immune-moderate-low,BEME_346
96.11404,105.18826,Immune-high,BEME_346
38.69574,34.353172,Immune-low,BEME_346
7.338196,4.9641957,Immune-poor,BEME_346
15.260765,7.7470136,Immune-low,BEME_346
45.566067,43.261852,Immune-moderate-low,BEME_346
24.591093,24.944695,Immune-low,BEME_346
93.843414,81.41651,Immune-high,BEME_346
15.260765,11.435065,Immune-low,BEME_346
45.566067,45.350338,Immune-moderate-low,BEME_346
54.467182,72.453156,Immune-moderate-low,BEME_346
96.11404,60.64496,Immune-high,BEME_346
54.467182,55.95711,Immune-moderate-low,BEME_346
93.843414,85.619965,Immune-high,BEME_346
96.11404,175.60945,Immune-high,BEME_346
38.69574,43.52861,Immune-low,BEME_346
96.11404,81.70899,Immune-high,BEME_346
64.28651,57.267757,Immune-moderate-high,BEME_346
38.69574,32.320545,Immune-low,BEME_346
1.4665425,5.317036,Immune-poor,BEME_346
96.11404,75.606,Immune-high,BEME_346
54.467182,45.74927,Immune-moderate-low,BEME_346
64.28651,68.98719,Immune-moderate-high,BEME_346
54.467182,37.88177,Immune-moderate-low,BEME_346
45.566067,43.717922,Immune-moderate-low,BEME_346
7.338196,4.6237288,Immune-poor,BEME_346
93.843414,80.55013,Immune-high,BEME_346
96.11404,74.53253,Immune-high,BEME_346
1.4665425,3.5786545,Immune-poor,BEME_346
24.591093,40.577133,Immune-low,BEME_346
15.260765,17.341991,Immune-low,BEME_346
64.28651,57.341763,Immune-moderate-high,BEME_346
64.28651,69.79766,Immune-moderate-high,BEME_346
38.69574,30.471848,Immune-low,BEME_346
64.28651,60.691925,Immune-moderate-high,BEME_346
38.69574,54.152256,Immune-low,BEME_346
38.69574,39.06965,Immune-low,BEME_346
7.338196,4.634829,Immune-poor,BEME_346
93.843414,90.63823,Immune-high,BEME_346
64.28651,55.854652,Immune-moderate-high,BEME_346
24.591093,18.694378,Immune-low,BEME_346
45.566067,51.11889,Immune-moderate-low,BEME_346
1.4665425,0.34819338,Immune-poor,BEME_346
54.467182,71.595566,Immune-moderate-low,BEME_346
64.28651,66.01626,Immune-moderate-high,BEME_346
38.69574,30.996634,Immune-low,BEME_346
1.4665425,0.503422,Immune-poor,BEME_346
93.843414,86.88179,Immune-high,BEME_346
15.260765,26.481209,Immune-low,BEME_346
24.591093,29.040178,Immune-low,BEME_346
7.338196,4.567278,Immune-poor,BEME_346
54.467182,40.675385,Immune-moderate-low,BEME_346
64.28651,58.31838,Immune-moderate-high,BEME_346
64.28651,61.023453,Immune-moderate-high,BEME_346
45.566067,49.015324,Immune-moderate-low,BEME_346
45.566067,53.104042,Immune-moderate-low,BEME_346
24.591093,21.217113,Immune-low,BEME_346
93.843414,89.33267,Immune-high,BEME_346
54.467182,37.863926,Immune-moderate-low,BEME_346
45.566067,37.129547,Immune-moderate-low,BEME_346
38.69574,55.267975,Immune-low,BEME_346
64.28651,52.70679,Immune-moderate-high,BEME_346
64.28651,59.93092,Immune-moderate-high,BEME_346
45.566067,47.686733,Immune-moderate-low,BEME_346
54.467182,47.917984,Immune-moderate-low,BEME_346
45.566067,41.101597,Immune-moderate-low,BEME_346
64.28651,55.670338,Immune-moderate-high,BEME_346
15.260765,22.258978,Immune-low,BEME_346
93.843414,75.12202,Immune-high,BEME_346
93.843414,95.53924,Immune-high,BEME_346
38.69574,28.896034,Immune-low,BEME_346
1.4665425,0.84867364,Immune-poor,BEME_346
54.467182,58.767002,Immune-moderate-low,BEME_346
38.69574,46.66543,Immune-low,BEME_346
93.843414,88.63958,Immune-high,BEME_346
93.843414,81.391304,Immune-high,BEME_346
38.69574,45.57638,Immune-low,BEME_346
64.28651,75.96966,Immune-moderate-high,BEME_346
54.467182,51.619736,Immune-moderate-low,BEME_346
96.11404,124.98703,Immune-high,BEME_346
38.69574,53.359283,Immune-low,BEME_346
96.11404,99.09714,Immune-high,BEME_346
54.467182,44.752514,Immune-moderate-low,BEME_346
54.467182,73.56177,Immune-moderate-low,BEME_346
54.467182,76.11362,Immune-moderate-low,BEME_346
96.11404,69.9319,Immune-high,BEME_346
1.4665425,2.0257454,Immune-poor,BEME_346
45.566067,42.451183,Immune-moderate-low,BEME_346
38.69574,48.968857,Immune-low,BEME_346
15.260765,8.436598,Immune-low,BEME_346
96.11404,81.3779,Immune-high,BEME_346
45.566067,37.196976,Immune-moderate-low,BEME_346
1.4665425,1.8820709,Immune-poor,BEME_346
7.338196,4.7051063,Immune-poor,BEME_346
38.69574,39.29723,Immune-low,BEME_346
96.11404,71.391594,Immune-high,BEME_346
7.338196,6.7682824,Immune-poor,BEME_346
38.69574,48.17847,Immune-low,BEME_346
24.591093,18.89075,Immune-low,BEME_346
54.467182,41.856125,Immune-moderate-low,BEME_346
64.28651,77.127525,Immune-moderate-high,BEME_346
1.4665425,2.0676334,Immune-poor,BEME_346
45.566067,50.002007,Immune-moderate-low,BEME_346
45.566067,40.924137,Immune-moderate-low,BEME_346
93.843414,112.39887,Immune-high,BEME_346
7.338196,7.076522,Immune-poor,BEME_346
93.843414,101.9949,Immune-high,BEME_346
1.4665425,1.1983813,Immune-poor,BEME_346
64.28651,61.421227,Immune-moderate-high,BEME_346
15.260765,12.208361,Immune-low,BEME_346
