total_immune_region_level,total_immune_spot_level,tissue_level_immune_class,library_id
1.4665425,0.7590826,Immune-poor,BEME_346
38.69574,45.83034,Immune-low,BEME_346
38.69574,35.042423,Immune-low,BEME_346
24.591093,18.315798,Immune-low,BEME_346
96.11404,76.0315,Immune-high,BEME_346
1.4665425,2.6035225,Immune-poor,BEME_346
7.338196,7.313155,Immune-poor,BEME_346
1.4665425,0.5127187,Immune-poor,BEME_346
24.591093,18.304634,Immune-low,BEME_346
64.28651,64.1302,Immune-moderate-high,BEME_346
38.69574,49.40466,Immune-low,BEME_346
64.28651,72.49292,Immune-moderate-high,BEME_346
7.338196,3.2764788,Immune-poor,BEME_346
93.843414,110.1893,Immune-high,BEME_346
45.566067,41.538456,Immune-moderate-low,BEME_346
7.338196,5.318177,Immune-poor,BEME_346
96.11404,90.4313,Immune-high,BEME_346
64.28651,64.54642,Immune-moderate-high,BEME_346
64.28651,56.098434,Immune-moderate-high,BEME_346
93.843414,101.743385,Immune-high,BEME_346
38.69574,35.299316,Immune-low,BEME_346
38.69574,47.149345,Immune-low,BEME_346
45.566067,40.825073,Immune-moderate-low,BEME_346
38.69574,30.693321,Immune-low,BEME_346
45.566067,46.18584,Immune-moderate-low,BEME_346
54.467182,42.969578,Immune-moderate-low,BEME_346
38.69574,42.852497,Immune-low,BEME_346
96.11404,180.5688,Immune-high,BEME_346
1.4665425,0.11845582,Immune-poor,BEME_346
45.566067,40.407745,Immune-moderate-low,BEME_346
64.28651,62.161858,Immune-moderate-high,BEME_346
24.591093,27.670456,Immune-low,BEME_346
1.4665425,1.2697594,Immune-poor,BEME_346
38.69574,40.392845,Immune-low,BEME_346
24.591093,34.329647,Immune-low,BEME_346
7.338196,6.405323,Immune-poor,BEME_346
1.4665425,0.69319916,Immune-poor,BEME_346
96.11404,53.35078,Immune-high,BEME_346
15.260765,7.373197,Immune-low,BEME_346
15.260765,14.567953,Immune-low,BEME_346
93.843414,78.17641,Immune-high,BEME_346
93.843414,122.79532,Immune-high,BEME_346
1.4665425,1.0937418,Immune-poor,BEME_346
38.69574,35.45097,Immune-low,BEME_346
45.566067,37.49963,Immune-moderate-low,BEME_346
54.467182,38.267796,Immune-moderate-low,BEME_346
54.467182,53.81167,Immune-moderate-low,BEME_346
7.338196,11.82136,Immune-poor,BEME_346
45.566067,42.535175,Immune-moderate-low,BEME_346
7.338196,6.459489,Immune-poor,BEME_346
96.11404,120.301125,Immune-high,BEME_346
54.467182,41.513355,Immune-moderate-low,BEME_346
38.69574,51.311974,Immune-low,BEME_346
96.11404,64.21959,Immune-high,BEME_346
7.338196,11.519769,Immune-poor,BEME_346
15.260765,18.192194,Immune-low,BEME_346
64.28651,71.72479,Immune-moderate-high,BEME_346
96.11404,151.99184,Immune-high,BEME_346
96.11404,82.29466,Immune-high,BEME_346
45.566067,44.41244,Immune-moderate-low,BEME_346
45.566067,47.901665,Immune-moderate-low,BEME_346
7.338196,7.135765,Immune-poor,BEME_346
45.566067,46.910152,Immune-moderate-low,BEME_346
54.467182,68.72216,Immune-moderate-low,BEME_346
96.11404,82.22927,Immune-high,BEME_346
7.338196,7.5481243,Immune-poor,BEME_346
64.28651,61.02713,Immune-moderate-high,BEME_346
64.28651,60.41032,Immune-moderate-high,BEME_346
7.338196,10.038049,Immune-poor,BEME_346
96.11404,69.20071,Immune-high,BEME_346
38.69574,34.668564,Immune-low,BEME_346
15.260765,10.918491,Immune-low,BEME_346
54.467182,49.358074,Immune-moderate-low,BEME_346
93.843414,87.06911,Immune-high,BEME_346
15.260765,10.540776,Immune-low,BEME_346
7.338196,8.985463,Immune-poor,BEME_346
96.11404,74.10599,Immune-high,BEME_346
45.566067,54.89411,Immune-moderate-low,BEME_346
64.28651,67.96016,Immune-moderate-high,BEME_346
93.843414,82.06193,Immune-high,BEME_346
54.467182,40.876884,Immune-moderate-low,BEME_346
7.338196,4.8745785,Immune-poor,BEME_346
7.338196,10.074476,Immune-poor,BEME_346
96.11404,162.56104,Immune-high,BEME_346
1.4665425,0.12828617,Immune-poor,BEME_346
15.260765,9.945878,Immune-low,BEME_346
38.69574,30.258923,Immune-low,BEME_346
45.566067,51.027027,Immune-moderate-low,BEME_346
96.11404,111.96064,Immune-high,BEME_346
54.467182,60.501263,Immune-moderate-low,BEME_346
93.843414,102.81672,Immune-high,BEME_346
1.4665425,3.3267026,Immune-poor,BEME_346
38.69574,40.075344,Immune-low,BEME_346
15.260765,16.095753,Immune-low,BEME_346
45.566067,47.82238,Immune-moderate-low,BEME_346
38.69574,46.268147,Immune-low,BEME_346
54.467182,42.768486,Immune-moderate-low,BEME_346
54.467182,59.172092,Immune-moderate-low,BEME_346
38.69574,36.97892,Immune-low,BEME_346
64.28651,54.82714,Immune-moderate-high,BEME_346
38.69574,32.4372,Immune-low,BEME_346
64.28651,56.73094,Immune-moderate-high,BEME_346
15.260765,9.21342,Immune-low,BEME_346
7.338196,14.706627,Immune-poor,BEME_346
1.4665425,0.36779442,Immune-poor,BEME_346
15.260765,12.823285,Immune-low,BEME_346
15.260765,22.458462,Immune-low,BEME_346
15.260765,8.930988,Immune-low,BEME_346
45.566067,35.585808,Immune-moderate-low,BEME_346
93.843414,80.51338,Immune-high,BEME_346
93.843414,96.426704,Immune-high,BEME_346
45.566067,44.98324,Immune-moderate-low,BEME_346
1.4665425,4.1612716,Immune-poor,BEME_346
1.4665425,2.7389145,Immune-poor,BEME_346
15.260765,11.326505,Immune-low,BEME_346
7.338196,14.289499,Immune-poor,BEME_346
7.338196,14.129114,Immune-poor,BEME_346
96.11404,113.61491,Immune-high,BEME_346
54.467182,35.704388,Immune-moderate-low,BEME_346
96.11404,80.538895,Immune-high,BEME_346
1.4665425,1.3623383,Immune-poor,BEME_346
38.69574,23.82351,Immune-low,BEME_346
15.260765,19.129957,Immune-low,BEME_346
64.28651,51.744923,Immune-moderate-high,BEME_346
1.4665425,0.64284843,Immune-poor,BEME_346
64.28651,69.53601,Immune-moderate-high,BEME_346
1.4665425,1.5384868,Immune-poor,BEME_346
24.591093,27.48861,Immune-low,BEME_346
45.566067,44.780926,Immune-moderate-low,BEME_346
7.338196,6.1453433,Immune-poor,BEME_346
54.467182,47.352844,Immune-moderate-low,BEME_346
7.338196,4.986811,Immune-poor,BEME_346
15.260765,25.80648,Immune-low,BEME_346
96.11404,88.7573,Immune-high,BEME_346
96.11404,65.0125,Immune-high,BEME_346
15.260765,9.642,Immune-low,BEME_346
96.11404,54.90135,Immune-high,BEME_346
1.4665425,1.050004,Immune-poor,BEME_346
38.69574,41.10358,Immune-low,BEME_346
7.338196,4.683279,Immune-poor,BEME_346
1.4665425,1.5519432,Immune-poor,BEME_346
1.4665425,0.8017791,Immune-poor,BEME_346
54.467182,47.41612,Immune-moderate-low,BEME_346
64.28651,64.53725,Immune-moderate-high,BEME_346
64.28651,71.751,Immune-moderate-high,BEME_346
64.28651,58.398796,Immune-moderate-high,BEME_346
1.4665425,2.2377832,Immune-poor,BEME_346
7.338196,11.723069,Immune-poor,BEME_346
64.28651,55.915867,Immune-moderate-high,BEME_346
38.69574,32.251625,Immune-low,BEME_346
1.4665425,3.0398855,Immune-poor,BEME_346
96.11404,63.429333,Immune-high,BEME_346
1.4665425,3.769047,Immune-poor,BEME_346
24.591093,28.232046,Immune-low,BEME_346
54.467182,90.44262,Immune-moderate-low,BEME_346
96.11404,127.12552,Immune-high,BEME_346
64.28651,61.987812,Immune-moderate-high,BEME_346
93.843414,76.50422,Immune-high,BEME_346
38.69574,41.45992,Immune-low,BEME_346
7.338196,5.9812245,Immune-poor,BEME_346
54.467182,55.89721,Immune-moderate-low,BEME_346
54.467182,51.04917,Immune-moderate-low,BEME_346
1.4665425,2.685895,Immune-poor,BEME_346
54.467182,35.660095,Immune-moderate-low,BEME_346
64.28651,70.78467,Immune-moderate-high,BEME_346
1.4665425,3.2477698,Immune-poor,BEME_346
24.591093,30.912657,Immune-low,BEME_346
96.11404,121.147964,Immune-high,BEME_346
7.338196,4.833066,Immune-poor,BEME_346
45.566067,44.67695,Immune-moderate-low,BEME_346
96.11404,116.89316,Immune-high,BEME_346
45.566067,47.88794,Immune-moderate-low,BEME_346
7.338196,4.708151,Immune-poor,BEME_346
96.11404,96.06705,Immune-high,BEME_346
96.11404,78.66359,Immune-high,BEME_346
96.11404,88.22823,Immune-high,BEME_346
38.69574,25.814747,Immune-low,BEME_346
38.69574,55.16864,Immune-low,BEME_346
7.338196,4.8650737,Immune-poor,BEME_346
96.11404,107.703156,Immune-high,BEME_346
64.28651,73.87826,Immune-moderate-high,BEME_346
38.69574,39.3327,Immune-low,BEME_346
93.843414,79.9616,Immune-high,BEME_346
24.591093,22.681223,Immune-low,BEME_346
64.28651,60.21214,Immune-moderate-high,BEME_346
45.566067,46.967567,Immune-moderate-low,BEME_346
54.467182,66.14099,Immune-moderate-low,BEME_346
96.11404,80.7221,Immune-high,BEME_346
1.4665425,0.21270174,Immune-poor,BEME_346
96.11404,149.81386,Immune-high,BEME_346
38.69574,31.352072,Immune-low,BEME_346
93.843414,83.12573,Immune-high,BEME_346
64.28651,56.27243,Immune-moderate-high,BEME_346
64.28651,65.346375,Immune-moderate-high,BEME_346
7.338196,5.162298,Immune-poor,BEME_346
54.467182,56.44878,Immune-moderate-low,BEME_346
38.69574,26.376352,Immune-low,BEME_346
15.260765,24.136097,Immune-low,BEME_346
1.4665425,1.3443396,Immune-poor,BEME_346
15.260765,14.695675,Immune-low,BEME_346
1.4665425,2.3270097,Immune-poor,BEME_346
54.467182,44.941357,Immune-moderate-low,BEME_346
1.4665425,0.32762235,Immune-poor,BEME_346
64.28651,81.986046,Immune-moderate-high,BEME_346
38.69574,44.270752,Immune-low,BEME_346
7.338196,6.3352213,Immune-poor,BEME_346
45.566067,42.44233,Immune-moderate-low,BEME_346
54.467182,42.82414,Immune-moderate-low,BEME_346
96.11404,56.704414,Immune-high,BEME_346
38.69574,33.80552,Immune-low,BEME_346
96.11404,150.16696,Immune-high,BEME_346
38.69574,40.23445,Immune-low,BEME_346
54.467182,52.929005,Immune-moderate-low,BEME_346
45.566067,36.613953,Immune-moderate-low,BEME_346
54.467182,40.8442,Immune-moderate-low,BEME_346
15.260765,19.758062,Immune-low,BEME_346
7.338196,4.716483,Immune-poor,BEME_346
4.965096,2.2063744,Immune-poor,BEME_355G
43.511616,36.173676,Immune-low,BEME_355G
43.511616,52.20219,Immune-low,BEME_355G
78.33598,63.51425,Immune-moderate-low,BEME_355G
51.90031,51.785255,Immune-moderate-low,BEME_355G
20.65237,20.996853,Immune-low,BEME_355G
1.6290659,3.885885,Immune-poor,BEME_355G
25.933357,26.429674,Immune-low,BEME_355G
20.65237,34.76641,Immune-low,BEME_355G
43.511616,50.547504,Immune-low,BEME_355G
4.192695,6.480173,Immune-poor,BEME_355G
130.50667,195.13678,Immune-moderate-high,BEME_355G
130.50667,78.7084,Immune-moderate-high,BEME_355G
20.65237,34.214592,Immune-low,BEME_355G
1.6290659,2.3362207,Immune-poor,BEME_355G
1.6290659,0.48726544,Immune-poor,BEME_355G
75.91567,76.332985,Immune-moderate,BEME_355G
75.91567,90.84863,Immune-moderate,BEME_355G
1.6290659,0.8668858,Immune-poor,BEME_355G
43.511616,48.490032,Immune-low,BEME_355G
119.6919,110.51833,Immune-high,BEME_355G
20.65237,6.4427133,Immune-low,BEME_355G
130.50667,68.49877,Immune-moderate-high,BEME_355G
208.19379,221.27489,Immune-high,BEME_355G
130.50667,87.28242,Immune-moderate-high,BEME_355G
1.6290659,1.2464858,Immune-poor,BEME_355G
1.6290659,1.4147567,Immune-poor,BEME_355G
119.6919,113.69499,Immune-high,BEME_355G
119.6919,103.172874,Immune-high,BEME_355G
130.50667,167.86551,Immune-moderate-high,BEME_355G
4.965096,2.8047798,Immune-poor,BEME_355G
20.65237,39.301945,Immune-low,BEME_355G
119.6919,123.60864,Immune-high,BEME_355G
1.6290659,1.3618586,Immune-poor,BEME_355G
20.65237,24.751762,Immune-low,BEME_355G
208.19379,205.28748,Immune-high,BEME_355G
78.33598,100.56954,Immune-moderate-low,BEME_355G
4.965096,2.7127144,Immune-poor,BEME_355G
4.192695,3.059425,Immune-poor,BEME_355G
4.192695,2.727146,Immune-poor,BEME_355G
1.6290659,1.1944298,Immune-poor,BEME_355G
1.6290659,1.5410535,Immune-poor,BEME_355G
43.511616,39.658195,Immune-low,BEME_355G
1.6290659,1.7345531,Immune-poor,BEME_355G
130.50667,131.23999,Immune-moderate-high,BEME_355G
4.965096,3.2993715,Immune-poor,BEME_355G
51.90031,51.775715,Immune-moderate-low,BEME_355G
51.90031,66.69429,Immune-moderate-low,BEME_355G
43.511616,56.797325,Immune-low,BEME_355G
25.933357,20.904573,Immune-low,BEME_355G
130.50667,62.7252,Immune-moderate-high,BEME_355G
25.933357,24.94951,Immune-low,BEME_355G
119.6919,131.08472,Immune-high,BEME_355G
1.6290659,1.3121276,Immune-poor,BEME_355G
1.6290659,1.2107807,Immune-poor,BEME_355G
4.192695,2.781823,Immune-poor,BEME_355G
78.33598,120.007065,Immune-moderate-low,BEME_355G
130.50667,128.56784,Immune-moderate-high,BEME_355G
130.50667,168.03319,Immune-moderate-high,BEME_355G
51.90031,33.827114,Immune-moderate-low,BEME_355G
4.965096,11.299608,Immune-poor,BEME_355G
51.90031,51.780922,Immune-moderate-low,BEME_355G
119.6919,130.56354,Immune-high,BEME_355G
25.933357,25.02856,Immune-low,BEME_355G
75.91567,92.61426,Immune-moderate,BEME_355G
25.933357,22.929167,Immune-low,BEME_355G
1.6290659,1.6997362,Immune-poor,BEME_355G
25.933357,26.005552,Immune-low,BEME_355G
51.90031,40.101974,Immune-moderate-low,BEME_355G
75.91567,61.36717,Immune-moderate,BEME_355G
4.192695,2.280823,Immune-poor,BEME_355G
75.91567,68.41551,Immune-moderate,BEME_355G
119.6919,103.46964,Immune-high,BEME_355G
4.192695,2.8807764,Immune-poor,BEME_355G
4.965096,3.2010677,Immune-poor,BEME_355G
78.33598,72.84995,Immune-moderate-low,BEME_355G
51.90031,64.80377,Immune-moderate-low,BEME_355G
51.90031,35.9106,Immune-moderate-low,BEME_355G
20.65237,26.204239,Immune-low,BEME_355G
130.50667,115.71909,Immune-moderate-high,BEME_355G
119.6919,124.067215,Immune-high,BEME_355G
75.91567,80.8946,Immune-moderate,BEME_355G
4.192695,6.0494556,Immune-poor,BEME_355G
78.33598,66.38295,Immune-moderate-low,BEME_355G
130.50667,185.34152,Immune-moderate-high,BEME_355G
130.50667,102.63594,Immune-moderate-high,BEME_355G
43.511616,43.520584,Immune-low,BEME_355G
43.511616,50.024113,Immune-low,BEME_355G
130.50667,185.47054,Immune-moderate-high,BEME_355G
43.511616,45.266567,Immune-low,BEME_355G
4.192695,4.5586762,Immune-poor,BEME_355G
51.90031,66.444275,Immune-moderate-low,BEME_355G
4.965096,2.4681513,Immune-poor,BEME_355G
130.50667,115.99134,Immune-moderate-high,BEME_355G
130.50667,161.98828,Immune-moderate-high,BEME_355G
20.65237,20.885262,Immune-low,BEME_355G
78.33598,65.082596,Immune-moderate-low,BEME_355G
130.50667,81.60505,Immune-moderate-high,BEME_355G
119.6919,118.78711,Immune-high,BEME_355G
20.65237,9.728159,Immune-low,BEME_355G
4.192695,3.078632,Immune-poor,BEME_355G
4.965096,2.1362636,Immune-poor,BEME_355G
4.965096,9.865344,Immune-poor,BEME_355G
130.50667,124.471634,Immune-moderate-high,BEME_355G
25.933357,27.057497,Immune-low,BEME_355G
43.511616,51.687782,Immune-low,BEME_355G
51.90031,56.512196,Immune-moderate-low,BEME_355G
75.91567,99.12856,Immune-moderate,BEME_355G
51.90031,33.69174,Immune-moderate-low,BEME_355G
1.6290659,1.6259817,Immune-poor,BEME_355G
43.511616,35.692364,Immune-low,BEME_355G
1.6290659,1.8003603,Immune-poor,BEME_355G
20.65237,25.088764,Immune-low,BEME_355G
130.50667,89.567,Immune-moderate-high,BEME_355G
75.91567,82.37344,Immune-moderate,BEME_355G
4.192695,5.4997706,Immune-poor,BEME_355G
75.91567,90.85517,Immune-moderate,BEME_355G
4.965096,5.822211,Immune-poor,BEME_355G
4.965096,3.0521822,Immune-poor,BEME_355G
4.965096,4.6491466,Immune-poor,BEME_355G
130.50667,149.96341,Immune-moderate-high,BEME_355G
130.50667,84.70576,Immune-moderate-high,BEME_355G
4.965096,6.420112,Immune-poor,BEME_355G
4.192695,4.9445205,Immune-poor,BEME_355G
1.6290659,1.628681,Immune-poor,BEME_355G
25.933357,28.21288,Immune-low,BEME_355G
43.511616,36.014214,Immune-low,BEME_355G
4.965096,2.8001776,Immune-poor,BEME_355G
130.50667,64.65508,Immune-moderate-high,BEME_355G
75.91567,90.808945,Immune-moderate,BEME_355G
4.965096,2.5978823,Immune-poor,BEME_355G
4.965096,3.1758225,Immune-poor,BEME_355G
78.33598,70.19338,Immune-moderate-low,BEME_355G
130.50667,146.03633,Immune-moderate-high,BEME_355G
43.511616,43.72445,Immune-low,BEME_355G
20.65237,8.776909,Immune-low,BEME_355G
51.90031,44.73075,Immune-moderate-low,BEME_355G
1.6290659,2.557449,Immune-poor,BEME_355G
1.6290659,0.41764718,Immune-poor,BEME_355G
208.19379,268.73907,Immune-high,BEME_355G
20.65237,36.363564,Immune-low,BEME_355G
75.91567,88.26747,Immune-moderate,BEME_355G
20.65237,8.86896,Immune-low,BEME_355G
4.965096,3.770416,Immune-poor,BEME_355G
119.6919,134.21489,Immune-high,BEME_355G
119.6919,119.17954,Immune-high,BEME_355G
119.6919,138.62978,Immune-high,BEME_355G
130.50667,148.12076,Immune-moderate-high,BEME_355G
4.192695,2.4946218,Immune-poor,BEME_355G
4.965096,7.109032,Immune-poor,BEME_355G
4.965096,6.985308,Immune-poor,BEME_355G
75.91567,74.88634,Immune-moderate,BEME_355G
1.6290659,1.4916643,Immune-poor,BEME_355G
130.50667,65.02895,Immune-moderate-high,BEME_355G
130.50667,124.83165,Immune-moderate-high,BEME_355G
20.65237,21.773087,Immune-low,BEME_355G
130.50667,108.05775,Immune-moderate-high,BEME_355G
1.6290659,1.7587185,Immune-poor,BEME_355G
75.91567,77.74729,Immune-moderate,BEME_355G
4.965096,8.616519,Immune-poor,BEME_355G
119.6919,120.65792,Immune-high,BEME_355G
1.6290659,2.279429,Immune-poor,BEME_355G
43.511616,46.45253,Immune-low,BEME_355G
1.6290659,0.9665905,Immune-poor,BEME_355G
4.192695,6.5425415,Immune-poor,BEME_355G
75.91567,70.13114,Immune-moderate,BEME_355G
119.6919,122.23595,Immune-high,BEME_355G
25.933357,26.518711,Immune-low,BEME_355G
51.90031,73.40173,Immune-moderate-low,BEME_355G
20.65237,12.445165,Immune-low,BEME_355G
1.6290659,1.3213838,Immune-poor,BEME_355G
51.90031,41.189003,Immune-moderate-low,BEME_355G
20.65237,30.868599,Immune-low,BEME_355G
1.6290659,1.2947878,Immune-poor,BEME_355G
1.6290659,2.6187954,Immune-poor,BEME_355G
75.91567,85.5701,Immune-moderate,BEME_355G
20.65237,20.16438,Immune-low,BEME_355G
4.965096,4.93046,Immune-poor,BEME_355G
1.6290659,0.7020403,Immune-poor,BEME_355G
78.33598,71.98855,Immune-moderate-low,BEME_355G
1.6290659,1.1897796,Immune-poor,BEME_355G
20.65237,8.772119,Immune-low,BEME_355G
4.965096,2.5597098,Immune-poor,BEME_355G
130.50667,145.11952,Immune-moderate-high,BEME_355G
4.965096,3.74071,Immune-poor,BEME_355G
78.33598,49.822548,Immune-moderate-low,BEME_355G
20.65237,21.174406,Immune-low,BEME_355G
4.965096,3.1707263,Immune-poor,BEME_355G
4.965096,6.543171,Immune-poor,BEME_355G
4.192695,2.8507016,Immune-poor,BEME_355G
75.91567,61.813965,Immune-moderate,BEME_355G
25.933357,16.430565,Immune-low,BEME_355G
20.65237,11.100561,Immune-low,BEME_355G
51.90031,39.01903,Immune-moderate-low,BEME_355G
1.6290659,0.8708706,Immune-poor,BEME_355G
4.192695,2.2474818,Immune-poor,BEME_355G
4.965096,4.190911,Immune-poor,BEME_355G
75.91567,89.96449,Immune-moderate,BEME_355G
78.33598,86.686676,Immune-moderate-low,BEME_355G
119.6919,122.210625,Immune-high,BEME_355G
25.933357,30.984573,Immune-low,BEME_355G
130.50667,215.08131,Immune-moderate-high,BEME_355G
51.90031,35.002533,Immune-moderate-low,BEME_355G
1.6290659,1.702889,Immune-poor,BEME_355G
130.50667,181.02061,Immune-moderate-high,BEME_355G
1.6290659,1.305379,Immune-poor,BEME_355G
208.19379,225.98856,Immune-high,BEME_355G
1.6290659,1.9767368,Immune-poor,BEME_355G
1.6290659,2.1437175,Immune-poor,BEME_355G
20.65237,11.883569,Immune-low,BEME_355G
75.91567,85.194626,Immune-moderate,BEME_355G
20.65237,24.854137,Immune-low,BEME_355G
20.65237,11.129029,Immune-low,BEME_355G
130.50667,87.1227,Immune-moderate-high,BEME_355G
4.965096,2.8833256,Immune-poor,BEME_355G
119.6919,119.18245,Immune-high,BEME_355G
51.90031,51.374073,Immune-moderate-low,BEME_355G
1.6290659,1.3612711,Immune-poor,BEME_355G
1.6290659,1.5087856,Immune-poor,BEME_355G
119.6919,122.05878,Immune-high,BEME_355G
130.50667,80.12681,Immune-moderate-high,BEME_355G
20.65237,13.918344,Immune-low,BEME_355G
43.511616,35.047413,Immune-low,BEME_355G
78.33598,88.59546,Immune-moderate-low,BEME_355G
25.933357,29.587967,Immune-low,BEME_355G
1.6290659,0.23446994,Immune-poor,BEME_355G
75.91567,80.52411,Immune-moderate,BEME_355G
1.6290659,1.8898299,Immune-poor,BEME_355G
75.91567,87.34508,Immune-moderate,BEME_355G
20.65237,33.360744,Immune-low,BEME_355G
1.6290659,1.7716988,Immune-poor,BEME_355G
130.50667,239.39322,Immune-moderate-high,BEME_355G
78.33598,85.25063,Immune-moderate-low,BEME_355G
43.511616,29.280006,Immune-low,BEME_355G
119.6919,109.60933,Immune-high,BEME_355G
119.6919,110.565956,Immune-high,BEME_355G
75.91567,90.91381,Immune-moderate,BEME_355G
4.192695,2.6408002,Immune-poor,BEME_355G
25.933357,34.499382,Immune-low,BEME_355G
1.6290659,1.3865839,Immune-poor,BEME_355G
20.65237,12.436246,Immune-low,BEME_355G
130.50667,202.50636,Immune-moderate-high,BEME_355G
4.965096,10.766005,Immune-poor,BEME_355G
51.90031,50.470226,Immune-moderate-low,BEME_355G
43.511616,44.067837,Immune-low,BEME_355G
78.33598,64.1646,Immune-moderate-low,BEME_355G
4.965096,2.076817,Immune-poor,BEME_355G
119.6919,113.76642,Immune-high,BEME_355G
1.6290659,1.6797656,Immune-poor,BEME_355G
1.6290659,2.1650653,Immune-poor,BEME_355G
25.933357,30.360132,Immune-low,BEME_355G
25.933357,35.350445,Immune-low,BEME_355G
78.33598,58.810688,Immune-moderate-low,BEME_355G
51.90031,71.29088,Immune-moderate-low,BEME_355G
20.65237,25.084616,Immune-low,BEME_355G
4.965096,9.208119,Immune-poor,BEME_355G
43.511616,38.783405,Immune-low,BEME_355G
4.192695,1.9318124,Immune-poor,BEME_355G
1.6290659,1.1126791,Immune-poor,BEME_355G
43.511616,45.9533,Immune-low,BEME_355G
130.50667,235.30257,Immune-moderate-high,BEME_355G
119.6919,148.65114,Immune-high,BEME_355G
1.6290659,1.4047537,Immune-poor,BEME_355G
1.6290659,2.309985,Immune-poor,BEME_355G
78.33598,97.19214,Immune-moderate-low,BEME_355G
4.965096,2.5812168,Immune-poor,BEME_355G
51.90031,53.121162,Immune-moderate-low,BEME_355G
20.65237,20.822056,Immune-low,BEME_355G
75.91567,70.05366,Immune-moderate,BEME_355G
78.33598,83.77514,Immune-moderate-low,BEME_355G
75.91567,95.06672,Immune-moderate,BEME_355G
20.65237,9.096264,Immune-low,BEME_355G
20.65237,28.768229,Immune-low,BEME_355G
130.50667,135.15031,Immune-moderate-high,BEME_355G
1.6290659,1.8997314,Immune-poor,BEME_355G
43.511616,49.603844,Immune-low,BEME_355G
78.33598,57.997063,Immune-moderate-low,BEME_355G
43.511616,49.893253,Immune-low,BEME_355G
51.90031,68.18175,Immune-moderate-low,BEME_355G
119.6919,134.62776,Immune-high,BEME_355G
119.6919,106.73381,Immune-high,BEME_355G
78.33598,68.589554,Immune-moderate-low,BEME_355G
1.6290659,2.0510964,Immune-poor,BEME_355G
78.33598,72.21922,Immune-moderate-low,BEME_355G
75.91567,56.796326,Immune-moderate,BEME_355G
51.90031,66.659325,Immune-moderate-low,BEME_355G
1.6290659,1.2344289,Immune-poor,BEME_355G
51.90031,55.80793,Immune-moderate-low,BEME_355G
4.965096,2.341489,Immune-poor,BEME_355G
43.511616,41.951813,Immune-low,BEME_355G
75.91567,56.549488,Immune-moderate,BEME_355G
4.965096,3.179715,Immune-poor,BEME_355G
75.91567,75.42068,Immune-moderate,BEME_355G
119.6919,130.86418,Immune-high,BEME_355G
20.65237,19.639387,Immune-low,BEME_355G
1.6290659,1.7818807,Immune-poor,BEME_355G
4.965096,5.8634734,Immune-poor,BEME_355G
51.90031,51.822018,Immune-moderate-low,BEME_355G
4.965096,2.5732918,Immune-poor,BEME_355G
75.91567,65.92258,Immune-moderate,BEME_355G
130.50667,175.42598,Immune-moderate-high,BEME_355G
130.50667,281.34653,Immune-moderate-high,BEME_355G
75.91567,82.22913,Immune-moderate,BEME_355G
1.6290659,1.4209554,Immune-poor,BEME_355G
119.6919,117.67528,Immune-high,BEME_355G
43.511616,52.92669,Immune-low,BEME_355G
51.90031,70.793846,Immune-moderate-low,BEME_355G
119.6919,133.67487,Immune-high,BEME_355G
1.6290659,2.0040417,Immune-poor,BEME_355G
119.6919,134.08345,Immune-high,BEME_355G
4.965096,13.233553,Immune-poor,BEME_355G
208.19379,166.28696,Immune-high,BEME_355G
4.192695,3.7269385,Immune-poor,BEME_355G
51.90031,43.47345,Immune-moderate-low,BEME_355G
78.33598,93.15605,Immune-moderate-low,BEME_355G
75.91567,60.14256,Immune-moderate,BEME_355G
51.90031,55.800198,Immune-moderate-low,BEME_355G
1.6290659,0.9882902,Immune-poor,BEME_355G
20.65237,15.800698,Immune-low,BEME_355G
130.50667,183.85374,Immune-moderate-high,BEME_355G
75.91567,66.71096,Immune-moderate,BEME_355G
1.6290659,1.627867,Immune-poor,BEME_355G
78.33598,74.439606,Immune-moderate-low,BEME_355G
78.33598,120.34364,Immune-moderate-low,BEME_355G
25.933357,27.91812,Immune-low,BEME_355G
4.965096,2.8838956,Immune-poor,BEME_355G
4.192695,3.9436457,Immune-poor,BEME_355G
51.90031,47.142193,Immune-moderate-low,BEME_355G
119.6919,106.2658,Immune-high,BEME_355G
130.50667,150.01,Immune-moderate-high,BEME_355G
130.50667,143.53276,Immune-moderate-high,BEME_355G
4.965096,2.8662796,Immune-poor,BEME_355G
75.91567,84.403885,Immune-moderate,BEME_355G
119.6919,98.646645,Immune-high,BEME_355G
78.33598,94.59917,Immune-moderate-low,BEME_355G
75.91567,66.92768,Immune-moderate,BEME_355G
25.933357,23.86757,Immune-low,BEME_355G
4.965096,2.0673487,Immune-poor,BEME_355G
208.19379,176.39967,Immune-high,BEME_355G
130.50667,205.89136,Immune-moderate-high,BEME_355G
130.50667,238.2931,Immune-moderate-high,BEME_355G
20.65237,11.457589,Immune-low,BEME_355G
4.965096,5.772981,Immune-poor,BEME_355G
130.50667,94.53895,Immune-moderate-high,BEME_355G
130.50667,137.67906,Immune-moderate-high,BEME_355G
1.6290659,1.7196561,Immune-poor,BEME_355G
130.50667,56.10052,Immune-moderate-high,BEME_355G
4.965096,4.8197374,Immune-poor,BEME_355G
51.90031,33.448833,Immune-moderate-low,BEME_355G
4.965096,2.2183602,Immune-poor,BEME_355G
119.6919,104.45061,Immune-high,BEME_355G
75.91567,73.42319,Immune-moderate,BEME_355G
