library_id,Immune-high,Immune-moderate-high,Immune-moderate,Immune-moderate-low,Immune-low,Immune-poor
BEME_346,0.2132564841498559,0.11311239193083573,0.0,0.20389048991354466,0.26368876080691644,0.20605187319884727
BEME_355G,0.09846938775510204,0.12295918367346939,0.08826530612244898,0.17704081632653063,0.21071428571428572,0.3025510204081633
