ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
HLA-DPA1,HLA-DPA1,167.14285,1.0,CD4,CD4,4.0476193,0.8095238095238095,cDC2_SEN_DYS,cDC2_SEN_DYS,85.59524,0.0
S100A9,S100A9,161.9631,1.0,CD68,CD68,8.323245,0.9441860465116279,Mono-C_Other,TRM_Other,85.14317,0.0
S100A9,S100A9,161.9631,1.0,ITGB2,ITGB2,8.2,0.95,Mono-C_Other,Mono-C_SEN_DYS,85.08155,0.0
S100A9,S100A9,161.9631,1.0,ITGB2,ITGB2,8.0959425,0.966789667896679,Mono-C_Other,Mono-C_Other,85.029526,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,CD4,CD4,2.6857138,0.6285714285714286,cDC2_SEN_DYS,cDC2_Other,84.91428,0.0
S100A9,S100A9,161.9631,1.0,ITGB2,ITGB2,7.5139384,0.9302325581395349,Mono-C_Other,TRM_Other,84.73852,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,CD4,CD4,2.3333337,0.8703703703703703,cDC2_SEN_DYS,Mono-NC_Other,84.73809,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,LAG3,LAG3,2.1111114,0.75,cDC2_SEN_DYS,γδ T_SEN_DYS,84.62698,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,CD4,CD4,2.079069,0.7255813953488373,cDC2_SEN_DYS,TRM_Other,84.61096,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,CD4,CD4,1.925,0.75,cDC2_SEN_DYS,Mono-C_SEN_DYS,84.53393,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,CD4,CD4,1.7859782,0.7564575645756457,cDC2_SEN_DYS,Mono-C_Other,84.46442,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,CD4,CD4,1.6363636,0.6363636363636364,cDC2_SEN_DYS,Treg_Other,84.38961,0.0
S100A9,S100A9,161.9631,1.0,CD68,CD68,6.222222,0.9444444444444444,Mono-C_Other,Mono-NC_Other,84.09267,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,LAG3,LAG3,0.9705883,0.5588235294117647,cDC2_SEN_DYS,CD4 T_SEN_DYS,84.05672,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,LAG3,LAG3,0.6235954,0.3848314606741573,cDC2_SEN_DYS,γδ T_Other,83.883224,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,CD4,CD4,0.45201248,0.29102167182662536,cDC2_SEN_DYS,CD4 T_Other,83.79743,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,CD4,CD4,0.2647059,0.17647058823529413,cDC2_SEN_DYS,CD4 T_SEN_DYS,83.70378,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,LAG3,LAG3,0.2444445,0.19555555555555557,cDC2_SEN_DYS,NK-CD16+_Other,83.69365,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,CD4,CD4,0.19444445,0.1111111111111111,cDC2_SEN_DYS,γδ T_SEN_DYS,83.66865,0.0
TNFSF9,TNFSF9,0.16734694,0.10204081632653061,HLA-DPA1,HLA-DPA1,167.14285,1.0,cDC2_Other,cDC2_SEN_DYS,83.6551,0.0
TNFSF9,TNFSF9,0.16666667,0.16666666666666666,HLA-DPA1,HLA-DPA1,167.14285,1.0,TRM_SEN_DYS,cDC2_SEN_DYS,83.65476,0.0
HLA-DPA1,HLA-DPA1,167.14285,1.0,LAG3,LAG3,0.1609907,0.10835913312693499,cDC2_SEN_DYS,CD4 T_Other,83.651924,0.0
TNFSF9,TNFSF9,0.1388889,0.1111111111111111,HLA-DPA1,HLA-DPA1,167.14285,1.0,γδ T_SEN_DYS,cDC2_SEN_DYS,83.64087,0.0
S100A9,S100A9,161.9631,1.0,CD68,CD68,5.0,0.9047619047619048,Mono-C_Other,cDC2_SEN_DYS,83.48155,0.0
S100A9,S100A9,161.9631,1.0,CD68,CD68,4.7000003,1.0,Mono-C_Other,Mono-C_SEN_DYS,83.33155,0.0
S100A9,S100A9,161.9631,1.0,CD68,CD68,4.167347,0.6775510204081633,Mono-C_Other,cDC2_Other,83.06522,0.0
