ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
HLA-B,HLA-B,3.0763235,0.9851190476190477,KLRD1,KLRD1,2.5969737,0.956027293404094,NK-CD16-,NK-CD16+,2.8366485,0.0
HLA-DRA,HLA-DRA,4.7780585,1.0,CD4,CD4,0.8952283,0.8446215139442231,cDC1,Mono-NC,2.8366435,0.0
TNFSF13B,TNFSF13B,1.3299932,0.9104552276138069,HLA-DPB1,HLA-DPB1,4.337633,1.0,Mono-C,cDC1,2.8338132,0.0
HLA-B,HLA-B,3.306893,1.0,CD3D,CD3D,2.3603535,0.9679453494482396,Mono-NC,γδ T,2.8336234,0.0
HLA-B,HLA-B,3.3473277,0.9978980557015239,CD3D,CD3D,2.3194554,0.9730941704035875,γδ T,Treg,2.8333917,0.0
S100A8,S100A8,4.200948,0.9919959979989995,CD68,CD68,1.4645904,0.927463731865933,Mono-C,Mono-C,2.8327694,0.0
HLA-DPA1,HLA-DPA1,4.3778048,1.0,CD4,CD4,1.2868184,0.8985507246376812,cDC1,pDC,2.8323116,0.0
HLA-B,HLA-B,3.343583,1.0,CD3D,CD3D,2.3194554,0.9730941704035875,cDC1,Treg,2.8315191,0.0
HLA-B,HLA-B,3.2722018,0.9994997498749375,CD3D,CD3D,2.3603535,0.9679453494482396,Mono-C,γδ T,2.8162775,0.0
HLA-B,HLA-B,3.306893,1.0,CD3D,CD3D,2.3194554,0.9730941704035875,Mono-NC,Treg,2.8131742,0.0
HLA-DPB1,HLA-DPB1,4.337633,1.0,CD4,CD4,1.2868184,0.8985507246376812,cDC1,pDC,2.8122258,0.0
S100A9,S100A9,4.725987,0.9969984992496248,ITGB2,ITGB2,0.89225054,0.6860986547085202,Mono-C,Treg,2.8091187,0.0
B2M,B2M,5.06733,1.0,KLRC1,KLRC1,0.5437108,0.26694692590646346,Treg,γδ T,2.8055203,0.0
HLA-B,HLA-B,3.0017738,0.9956942949407965,KLRD1,KLRD1,2.5969737,0.956027293404094,CD4 T,NK-CD16+,2.7993736,0.0
B2M,B2M,4.282367,1.0,CD1C,CD1C,1.3113899,0.849213691026827,pDC,cDC2,2.7968786,0.0
HLA-B,HLA-B,3.2722018,0.9994997498749375,CD3D,CD3D,2.3194554,0.9730941704035875,Mono-C,Treg,2.7958286,0.0
B2M,B2M,4.935948,1.0,KLRC1,KLRC1,0.6535125,0.36997725549658833,γδ T,NK-CD16+,2.7947302,0.0
B2M,B2M,5.030957,1.0,KLRC1,KLRC1,0.5437108,0.26694692590646346,NK-CD16+,γδ T,2.787334,0.0
HLA-B,HLA-B,2.9655619,1.0,KLRD1,KLRD1,2.5969737,0.956027293404094,CD8 T,NK-CD16+,2.7812676,0.0
B2M,B2M,4.2294292,1.0,CD1C,CD1C,1.3113899,0.849213691026827,B,cDC2,2.7704096,0.0
HLA-DRA,HLA-DRA,4.4775405,0.996299722479186,CD4,CD4,1.0593473,0.8707256046705588,cDC2,TRM,2.7684438,0.0
HLA-B,HLA-B,2.9392853,0.9924937447873228,KLRD1,KLRD1,2.5969737,0.956027293404094,TRM,NK-CD16+,2.7681293,0.0
S100A9,S100A9,4.725987,0.9969984992496248,TLR4,TLR4,0.7983635,0.7423711855927964,Mono-C,Mono-C,2.7621753,0.0
B2M,B2M,4.671773,1.0,KLRD1,KLRD1,0.8507731,0.44088281660535994,Mono-NC,γδ T,2.761273,0.0
HLA-B,HLA-B,2.9193451,0.9959595959595959,KLRD1,KLRD1,2.5969737,0.956027293404094,B,NK-CD16+,2.7581594,0.0
HLA-B,HLA-B,3.0763235,0.9851190476190477,KLRD1,KLRD1,2.439932,0.9642857142857143,NK-CD16-,NK-CD16-,2.7581277,0.0
HLA-A,HLA-A,3.509157,1.0,APLP2,APLP2,1.9974594,0.9819909954977488,Treg,Mono-C,2.7533083,0.0
S100A9,S100A9,4.725987,0.9969984992496248,CD36,CD36,0.7796456,0.7246376811594203,Mono-C,pDC,2.7528162,0.0
HLA-B,HLA-B,2.9037297,1.0,KLRD1,KLRD1,2.5969737,0.956027293404094,pDC,NK-CD16+,2.7503517,0.0
B2M,B2M,4.635568,0.9994617868675996,KLRD1,KLRD1,0.8507731,0.44088281660535994,CD4 T,γδ T,2.7431707,0.0
COPA,COPA,0.6386638,0.6543271635817909,CD74,CD74,4.8465633,1.0,Mono-C,cDC1,2.7426136,0.0
B2M,B2M,5.06733,1.0,KIR2DL3,KIR2DL3,0.41594532,0.3194444444444444,Treg,NK-CD16-,2.7416377,0.0
B2M,B2M,4.935948,1.0,KLRC1,KLRC1,0.5437108,0.26694692590646346,γδ T,γδ T,2.7398293,0.0
COPA,COPA,0.6258467,0.7246376811594203,CD74,CD74,4.8465633,1.0,pDC,cDC1,2.736205,0.0
B2M,B2M,5.06733,1.0,CD1A,CD1A,0.38910803,0.43108233117483813,Treg,cDC2,2.728219,0.0
HLA-DRA,HLA-DRA,4.4775405,0.996299722479186,CD4,CD4,0.96974754,0.7085201793721974,cDC2,Treg,2.723644,0.0
B2M,B2M,5.030957,1.0,KIR2DL3,KIR2DL3,0.41594532,0.3194444444444444,NK-CD16+,NK-CD16-,2.7234514,0.0
HLA-DRA,HLA-DRA,4.4775405,0.996299722479186,CD4,CD4,0.9666046,0.9222941720629048,cDC2,cDC2,2.7220726,0.0
HLA-B,HLA-B,3.0017738,0.9956942949407965,KLRD1,KLRD1,2.439932,0.9642857142857143,CD4 T,NK-CD16-,2.7208529,0.0
S100A9,S100A9,4.725987,0.9969984992496248,ITGB2,ITGB2,0.71570057,0.5645855758880517,Mono-C,CD4 T,2.7208438,0.0
HLA-DPA1,HLA-DPA1,4.3778048,1.0,CD4,CD4,1.0593473,0.8707256046705588,cDC1,TRM,2.718576,0.0
HLA-B,HLA-B,3.0763235,0.9851190476190477,CD3D,CD3D,2.3603535,0.9679453494482396,NK-CD16-,γδ T,2.7183385,0.0
HLA-A,HLA-A,3.4379513,0.9992418498862775,APLP2,APLP2,1.9974594,0.9819909954977488,NK-CD16+,Mono-C,2.7177052,0.0
COPA,COPA,0.5762862,0.7047539616346956,CD74,CD74,4.8465633,1.0,TRM,cDC1,2.7114248,0.0
S100A9,S100A9,4.725987,0.9969984992496248,ITGB2,ITGB2,0.6944622,0.7246376811594203,Mono-C,pDC,2.7102246,0.0
B2M,B2M,5.030957,1.0,CD1A,CD1A,0.38910803,0.43108233117483813,NK-CD16+,cDC2,2.7100327,0.0
B2M,B2M,4.671773,1.0,KLRC2,KLRC2,0.745135,0.44742063492063494,Mono-NC,NK-CD16-,2.708454,0.0
B2M,B2M,5.06733,1.0,KLRC2,KLRC2,0.34804696,0.2175890826383624,Treg,NK-CD16+,2.7076883,0.0
S100A9,S100A9,4.725987,0.9969984992496248,CD36,CD36,0.68685955,0.5329441201000834,Mono-C,TRM,2.7064233,0.0
HLA-B,HLA-B,2.9655619,1.0,KLRD1,KLRD1,2.439932,0.9642857142857143,CD8 T,NK-CD16-,2.7027469,0.0
HLA-DRA,HLA-DRA,4.4775405,0.996299722479186,CD4,CD4,0.92763525,0.7923961980990495,cDC2,Mono-C,2.7025878,0.0
HLA-B,HLA-B,3.5457726,1.0,CD3D,CD3D,1.8556776,0.9311087190527448,Treg,CD4 T,2.700725,0.0
HLA-DPB1,HLA-DPB1,4.337633,1.0,CD4,CD4,1.0593473,0.8707256046705588,cDC1,TRM,2.6984901,0.0
HLA-B,HLA-B,3.0763235,0.9851190476190477,CD3D,CD3D,2.3194554,0.9730941704035875,NK-CD16-,Treg,2.6978893,0.0
S100A9,S100A9,4.725987,0.9969984992496248,ITGB2,ITGB2,0.6621764,0.4097222222222222,Mono-C,NK-CD16-,2.6940818,0.0
B2M,B2M,4.635568,0.9994617868675996,KLRC2,KLRC2,0.745135,0.44742063492063494,CD4 T,NK-CD16-,2.6903515,0.0
B2M,B2M,4.0692058,0.9990749306197965,CD1C,CD1C,1.3113899,0.849213691026827,cDC2,cDC2,2.6902978,0.0
HLA-B,HLA-B,2.9392853,0.9924937447873228,KLRD1,KLRD1,2.439932,0.9642857142857143,TRM,NK-CD16-,2.6896086,0.0
B2M,B2M,5.030957,1.0,KLRC2,KLRC2,0.34804696,0.2175890826383624,NK-CD16+,NK-CD16+,2.689502,0.0
TNFSF13B,TNFSF13B,1.0400968,0.6811594202898551,HLA-DPB1,HLA-DPB1,4.337633,1.0,CD8 T,cDC1,2.688865,0.0
HLA-DRA,HLA-DRA,4.4775405,0.996299722479186,CD4,CD4,0.8952283,0.8446215139442231,cDC2,Mono-NC,2.6863844,0.0
HLA-B,HLA-B,3.0017738,0.9956942949407965,CD3D,CD3D,2.3603535,0.9679453494482396,CD4 T,γδ T,2.6810637,0.0
HLA-B,HLA-B,2.9193451,0.9959595959595959,KLRD1,KLRD1,2.439932,0.9642857142857143,B,NK-CD16-,2.6796386,0.0
HLA-B,HLA-B,3.50164,0.9984836997725549,CD3D,CD3D,1.8556776,0.9311087190527448,NK-CD16+,CD4 T,2.678659,0.0
B2M,B2M,4.5048275,1.0,KLRD1,KLRD1,0.8507731,0.44088281660535994,CD8 T,γδ T,2.6778002,0.049
S100A8,S100A8,4.200948,0.9919959979989995,CD68,CD68,1.1541523,0.8840579710144928,Mono-C,pDC,2.6775503,0.0
S100A9,S100A9,4.725987,0.9969984992496248,TLR4,TLR4,0.628637,0.6847372810675563,Mono-C,TRM,2.677312,0.0
B2M,B2M,4.935948,1.0,KIR2DL3,KIR2DL3,0.41594532,0.3194444444444444,γδ T,NK-CD16-,2.6759467,0.0
HLA-DPA1,HLA-DPA1,4.3778048,1.0,CD4,CD4,0.96974754,0.7085201793721974,cDC1,Treg,2.6737761,0.0
HLA-DPA1,HLA-DPA1,4.3778048,1.0,CD4,CD4,0.9666046,0.9222941720629048,cDC1,cDC2,2.6722047,0.0
HLA-B,HLA-B,2.9037297,1.0,KLRD1,KLRD1,2.439932,0.9642857142857143,pDC,NK-CD16-,2.671831,0.0
B2M,B2M,5.06733,1.0,KIR2DL1,KIR2DL1,0.26165685,0.21825396825396826,Treg,NK-CD16-,2.6644933,0.0
HLA-B,HLA-B,2.9655619,1.0,CD3D,CD3D,2.3603535,0.9679453494482396,CD8 T,γδ T,2.6629577,0.0
B2M,B2M,4.671773,1.0,KLRC1,KLRC1,0.6535125,0.36997725549658833,Mono-NC,NK-CD16+,2.6626427,0.0
B2M,B2M,4.935948,1.0,CD1A,CD1A,0.38910803,0.43108233117483813,γδ T,cDC2,2.662528,0.0
S100A9,S100A9,4.725987,0.9969984992496248,TLR4,TLR4,0.59834653,0.701195219123506,Mono-C,Mono-NC,2.6621668,0.0
COPA,COPA,0.47508037,0.6414342629482072,CD74,CD74,4.8465633,1.0,Mono-NC,cDC1,2.660822,0.0
HLA-B,HLA-B,3.0017738,0.9956942949407965,CD3D,CD3D,2.3194554,0.9730941704035875,CD4 T,Treg,2.6606145,0.0
TNFSF13B,TNFSF13B,0.98336077,0.848605577689243,HLA-DPB1,HLA-DPB1,4.337633,1.0,Mono-NC,cDC1,2.660497,0.0
B2M,B2M,5.06733,1.0,KIR2DL1,KIR2DL1,0.24381803,0.2047005307050796,Treg,NK-CD16+,2.6555738,0.0
HLA-DPB1,HLA-DPB1,4.337633,1.0,CD4,CD4,0.96974754,0.7085201793721974,cDC1,Treg,2.6536903,0.0
HLA-DPA1,HLA-DPA1,4.3778048,1.0,CD4,CD4,0.92763525,0.7923961980990495,cDC1,Mono-C,2.65272,0.0
HLA-DPB1,HLA-DPB1,4.337633,1.0,CD4,CD4,0.9666046,0.9222941720629048,cDC1,cDC2,2.652119,0.0
HLA-B,HLA-B,2.9392853,0.9924937447873228,CD3D,CD3D,2.3603535,0.9679453494482396,TRM,γδ T,2.6498194,0.0
APP,APP,0.4524505,0.5237618809404703,CD74,CD74,4.8465633,1.0,Mono-C,cDC1,2.649507,0.0
S100A8,S100A8,4.200948,0.9919959979989995,ITGB2,ITGB2,1.0946053,0.7041513399894903,Mono-C,γδ T,2.6477768,0.0
LGALS1,LGALS1,2.5368135,1.0,PTPRC,PTPRC,2.7578044,0.9973725696269049,cDC1,γδ T,2.6473088,0.0
B2M,B2M,5.030957,1.0,KIR2DL1,KIR2DL1,0.26165685,0.21825396825396826,NK-CD16+,NK-CD16-,2.646307,0.0
B2M,B2M,4.635568,0.9994617868675996,KLRC1,KLRC1,0.6535125,0.36997725549658833,CD4 T,NK-CD16+,2.6445403,0.0
HLA-B,HLA-B,2.9655619,1.0,CD3D,CD3D,2.3194554,0.9730941704035875,CD8 T,Treg,2.6425085,0.0
B2M,B2M,4.935948,1.0,KLRC2,KLRC2,0.34804696,0.2175890826383624,γδ T,NK-CD16+,2.6419973,0.0
HLA-DRA,HLA-DRA,3.9947288,0.9933277731442869,CD4,CD4,1.2868184,0.8985507246376812,TRM,pDC,2.6407735,0.0
HLA-B,HLA-B,2.9193451,0.9959595959595959,CD3D,CD3D,2.3603535,0.9679453494482396,B,γδ T,2.6398492,0.0
B2M,B2M,5.030957,1.0,KIR2DL1,KIR2DL1,0.24381803,0.2047005307050796,NK-CD16+,NK-CD16+,2.6373875,0.0
HLA-DPA1,HLA-DPA1,4.3778048,1.0,CD4,CD4,0.8952283,0.8446215139442231,cDC1,Mono-NC,2.6365166,0.0
HLA-B,HLA-B,3.5457726,1.0,CD8A,CD8A,1.7267803,0.8386757750919601,Treg,γδ T,2.6362765,0.0
HLA-DRA,HLA-DRA,4.7780585,1.0,LAG3,LAG3,0.493185,0.3920126116657909,cDC1,γδ T,2.6356218,0.0
HLA-A,HLA-A,3.509157,1.0,APLP2,APLP2,1.7617614,0.9582985821517932,Treg,TRM,2.6354592,0.0
HLA-DPB1,HLA-DPB1,4.337633,1.0,CD4,CD4,0.92763525,0.7923961980990495,cDC1,Mono-C,2.6326342,0.0
HLA-B,HLA-B,2.9037297,1.0,CD3D,CD3D,2.3603535,0.9679453494482396,pDC,γδ T,2.6320415,0.0
COPA,COPA,0.41696766,0.6919518963922294,CD74,CD74,4.8465633,1.0,cDC2,cDC1,2.6317656,0.0
HLA-A,HLA-A,3.2645602,0.9984235417761429,APLP2,APLP2,1.9974594,0.9819909954977488,γδ T,Mono-C,2.6310098,0.0
S100A8,S100A8,4.200948,0.9919959979989995,ITGB2,ITGB2,1.0590366,0.8103448275862069,Mono-C,cDC1,2.6299925,0.0
HLA-B,HLA-B,2.9392853,0.9924937447873228,CD3D,CD3D,2.3194554,0.9730941704035875,TRM,Treg,2.6293702,0.0
B2M,B2M,5.06733,1.0,CD1C,CD1C,0.18974835,0.1717171717171717,Treg,B,2.628539,0.0
B2M,B2M,4.5048275,1.0,KLRC2,KLRC2,0.745135,0.44742063492063494,CD8 T,NK-CD16-,2.6249812,0.0
LGALS1,LGALS1,2.5368135,1.0,PTPRC,PTPRC,2.7108178,1.0,cDC1,Mono-NC,2.6238155,0.0
